name,repo_name,login,contributions
SeleniumHQ/selenium,SeleniumHQ/selenium,NakajimaTakuya,1
alibaba/fastjson,alibaba/fastjson,leonchen83,1
sockeqwe/mosby,sockeqwe/mosby,nick252,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,paragyogi,1
arduino/Arduino,arduino/Arduino,jm-andonegi,1
junit-team/junit5,junit-team/junit5,01010w4,1
spring-projects/spring-boot,spring-projects/spring-boot,marti1125,1
bumptech/glide,bumptech/glide,Errichamonda,1
hongyangAndroid/FlowLayout,hongyangAndroid/FlowLayout,wanghailong0526,1
alibaba/druid,alibaba/druid,fanwsp,1
neo4j/neo4j,neo4j/neo4j,jjaderberg,1
eugenp/tutorials,eugenp/tutorials,satishpandey,1
openhab/openhab1-addons,openhab/openhab1-addons,jointerCZ,1
pili-engineering/PLDroidPlayer,pili-engineering/PLDroidPlayer,autismbug92,1
alibaba/DataX,alibaba/DataX,FENGJIAJUN,1
googlesamples/google-services,googlesamples/google-services,abdularshad06,1
kabouzeid/Phonograph,kabouzeid/Phonograph,Hirse,1
apache/lucene-solr,apache/lucene-solr,ctargett,1
firebase/quickstart-android,firebase/quickstart-android,banerjeedeba,1
neo4j/neo4j,neo4j/neo4j,nikhil051097,1
spring-projects/spring-boot,spring-projects/spring-boot,bbossola,1
aws/aws-sdk-java,aws/aws-sdk-java,mobrien,1
tronprotocol/java-tron,tronprotocol/java-tron,bulrush15,1
aws/aws-sdk-java,aws/aws-sdk-java,jkoberg,1
arduino/Arduino,arduino/Arduino,linoskoczek,1
medcl/elasticsearch-analysis-ik,medcl/elasticsearch-analysis-ik,inahero,1
termux/termux-app,termux/termux-app,arunr2580,1
arduino/Arduino,arduino/Arduino,Bodmer,1
arduino/Arduino,arduino/Arduino,spacedSparking,1
chrisbanes/PhotoView,chrisbanes/PhotoView,yangshiliang,1
sparklemotion/nokogiri,sparklemotion/nokogiri,rob99,1
facebook/fresco,facebook/fresco,Evanhlx,1
google/gson,google/gson,shruthikakwe,1
orientechnologies/orientdb,orientechnologies/orientdb,jacksenk,1
googlesamples/google-services,googlesamples/google-services,hendrawd,1
wix/react-native-navigation,wix/react-native-navigation,alecplumb,1
alibaba/druid,alibaba/druid,caliven,1
wix/react-native-navigation,wix/react-native-navigation,localnet,1
airbnb/lottie-android,airbnb/lottie-android,azchohfi,1
scwang90/SmartRefreshLayout,scwang90/SmartRefreshLayout,13641285636,1
JakeWharton/butterknife,JakeWharton/butterknife,mpivchev,1
web3j/web3j,web3j/web3j,vn-linescode,1
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,aMarCruz,1
flyway/flyway,flyway/flyway,vpavic,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,saeros,1
openzipkin/zipkin,openzipkin/zipkin,swissashley,1
ReactiveX/RxJava,ReactiveX/RxJava,SrDino,1
airbnb/epoxy,airbnb/epoxy,vdubedout,1
spring-projects/spring-boot,spring-projects/spring-boot,treeleafj,1
arduino/Arduino,arduino/Arduino,ReAlUA,1
CymChad/BaseRecyclerViewAdapterHelper,CymChad/BaseRecyclerViewAdapterHelper,hong-tang,1
rzwitserloot/lombok,rzwitserloot/lombok,huangd0ng,1
elastic/elasticsearch,elastic/elasticsearch,CrazyPersonThirtyNine,1
pxb1988/dex2jar,pxb1988/dex2jar,greyblue9,1
spring-projects/spring-boot,spring-projects/spring-boot,VNYoeri,1
tronprotocol/java-tron,tronprotocol/java-tron,potsy24,1
realm/realm-java,realm/realm-java,soshial,1
iSoron/uhabits,iSoron/uhabits,edjroot,1
Graylog2/graylog2-server,Graylog2/graylog2-server,nickcaballero,1
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,olga-gorun,1
tronprotocol/java-tron,tronprotocol/java-tron,fragamemnon,1
yipianfengye/android-zxingLibrary,yipianfengye/android-zxingLibrary,zhangyunpenggithub,1
react-native-community/react-native-video,react-native-community/react-native-video,fjtrujy,1
orientechnologies/orientdb,orientechnologies/orientdb,anthony-o,1
zxing/zxing,zxing/zxing,axxel,1
tronprotocol/java-tron,tronprotocol/java-tron,staticmukesh,1
lzyzsd/JsBridge,lzyzsd/JsBridge,fengwz2017,1
alamkanak/Android-Week-View,alamkanak/Android-Week-View,dritan-healthtap,1
vert-x3/vertx-examples,vert-x3/vertx-examples,LiJie298,1
netty/netty,netty/netty,seiferff,1
TheAlgorithms/Java,TheAlgorithms/Java,Jeh212,1
scwang90/SmartRefreshLayout,scwang90/SmartRefreshLayout,sweet2o09,1
spring-projects/spring-boot,spring-projects/spring-boot,JianminWu,1
Jasonchenlijian/FastBle,Jasonchenlijian/FastBle,Zhangxd77,1
gyf-dev/ImmersionBar,gyf-dev/ImmersionBar,wyh497823256,1
tronprotocol/java-tron,tronprotocol/java-tron,mag0x,1
wix/react-native-navigation,wix/react-native-navigation,gusterwoei-veltra,1
Bigkoo/Android-PickerView,Bigkoo/Android-PickerView,hwp88110,1
alibaba/canal,alibaba/canal,fuchun,1
square/tape,square/tape,qiyuanchen,1
Jasonchenlijian/FastBle,Jasonchenlijian/FastBle,juenuo,1
bazelbuild/bazel,bazelbuild/bazel,allenlavoie,1
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,zhengfei,1
zxing/zxing,zxing/zxing,ismdcf,1
reactor/reactor-core,reactor/reactor-core,devrandom,1
go-lang-plugin-org/go-lang-idea-plugin,go-lang-plugin-org/go-lang-idea-plugin,delbao,1
thingsboard/thingsboard,thingsboard/thingsboard,aridhiramy,1
termux/termux-app,termux/termux-app,spikerola,1
termux/termux-app,termux/termux-app,ShawnMilo,1
square/retrofit,square/retrofit,Faiyyaz,1
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,switchtegrax1,1
alibaba/druid,alibaba/druid,yefen,1
frohoff/ysoserial,frohoff/ysoserial,frohoff,1
facebook/react-native-fbsdk,facebook/react-native-fbsdk,mingflifb,1
neo4j/neo4j,neo4j/neo4j,alexaverbuch,1
alibaba/fastjson,alibaba/fastjson,coodoing,1
Graylog2/graylog2-server,Graylog2/graylog2-server,fontv2,1
Blankj/AndroidUtilCode,Blankj/AndroidUtilCode,stoneLee81,1
fengjundev/Android-Skin-Loader,fengjundev/Android-Skin-Loader,Charbing,1
apache/hadoop,apache/hadoop,dennishuo,1
astuetz/PagerSlidingTabStrip,astuetz/PagerSlidingTabStrip,eurycea,1
Jasonchenlijian/FastBle,Jasonchenlijian/FastBle,saintnever,1
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,cjholly,1
square/okhttp,square/okhttp,liang99312,1
Jasonchenlijian/FastBle,Jasonchenlijian/FastBle,yygutn,1
ctripcorp/apollo,ctripcorp/apollo,leohsu91,1
wix/react-native-navigation,wix/react-native-navigation,jamsch,1
react-native-community/react-native-video,react-native-community/react-native-video,frenkie,1
elastic/elasticsearch,elastic/elasticsearch,robin13,1
alibaba/DataX,alibaba/DataX,zuoyedalaohu,1
chrisbanes/PhotoView,chrisbanes/PhotoView,gaolingxiao,1
DrKLO/Telegram,DrKLO/Telegram,efcacar,1
Malinskiy/SuperRecyclerView,Malinskiy/SuperRecyclerView,ravi7874,1
apache/kafka,apache/kafka,afalko,1
didi/VirtualAPK,didi/VirtualAPK,852172891,1
dbeaver/dbeaver,dbeaver/dbeaver,jeliasson,1
elastic/elasticsearch,elastic/elasticsearch,Silex,1
springfox/springfox,springfox/springfox,abdushkur,1
dbeaver/dbeaver,dbeaver/dbeaver,UkrZilla,1
mockito/mockito,mockito/mockito,maryroseMXXXVI,1
ittianyu/BottomNavigationViewEx,ittianyu/BottomNavigationViewEx,ruhy99,1
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,exmosis,1
sparklemotion/nokogiri,sparklemotion/nokogiri,leehanslim,1
aurelhubert/ahbottomnavigation,aurelhubert/ahbottomnavigation,geekqian,1
google/ExoPlayer,google/ExoPlayer,raunakyadav,1
asLody/VirtualApp,asLody/VirtualApp,saliey,1
dbeaver/dbeaver,dbeaver/dbeaver,carlosspohr,1
square/retrofit,square/retrofit,LunaticMeta,1
chrisbanes/PhotoView,chrisbanes/PhotoView,keeblebogdan,1
Yalantis/GuillotineMenu-Android,Yalantis/GuillotineMenu-Android,Ahmed012345,1
dianping/cat,dianping/cat,forever4313,1
kabouzeid/Phonograph,kabouzeid/Phonograph,CraftedPixel,1
openhab/openhab1-addons,openhab/openhab1-addons,bdammrose,1
spring-projects/spring-boot,spring-projects/spring-boot,PerfecterDay,1
apache/kafka,apache/kafka,mewwts,1
careercup/CtCI-6th-Edition,careercup/CtCI-6th-Edition,rohitgirme,1
YoKeyword/Fragmentation,YoKeyword/Fragmentation,ming0101,1
bumptech/glide,bumptech/glide,prsolucoes,1
rstudio/rstudio,rstudio/rstudio,eipi10,1
google/guice,google/guice,Azbesciak,1
arduino/Arduino,arduino/Arduino,kpochwala,1
MindorksOpenSource/android-interview-questions,MindorksOpenSource/android-interview-questions,zubairciit,1
netty/netty,netty/netty,jianyuanzh,1
wix/react-native-navigation,wix/react-native-navigation,BrotherWY,1
AriaLyy/Aria,AriaLyy/Aria,lbhsot,1
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,abelduran1,1
wix/react-native-navigation,wix/react-native-navigation,khsily,1
jfoenixadmin/JFoenix,jfoenixadmin/JFoenix,TioCoding,1
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,lapcchan,1
sparklemotion/nokogiri,sparklemotion/nokogiri,alenteria,1
JakeWharton/timber,JakeWharton/timber,sebastianmarschall,1
react-native-community/react-native-camera,react-native-community/react-native-camera,khrizt,1
alibaba/vlayout,alibaba/vlayout,weimingjue,1
prestodb/presto,prestodb/presto,sbtgn1,1
SeleniumHQ/selenium,SeleniumHQ/selenium,Sunnysidedown916,1
journeyapps/zxing-android-embedded,journeyapps/zxing-android-embedded,benefice-alfa,1
square/okhttp,square/okhttp,jiaxiaohuan,1
square/retrofit,square/retrofit,joicepj11,1
arduino/Arduino,arduino/Arduino,00alis,1
google/guice,google/guice,gilday,1
neo4j/neo4j,neo4j/neo4j,kfreytag,1
jfoenixadmin/JFoenix,jfoenixadmin/JFoenix,Sxtanna,1
openhab/openhab1-addons,openhab/openhab1-addons,GoldenEyeCF,1
YoKeyword/Fragmentation,YoKeyword/Fragmentation,fvermeulen,1
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,superburrito,1
rzwitserloot/lombok,rzwitserloot/lombok,Gaibhne,1
JesusFreke/smali,JesusFreke/smali,lcweik,1
mcxiaoke/android-volley,mcxiaoke/android-volley,abhaymaniyar,1
alibaba/fastjson,alibaba/fastjson,qq123renmin,1
DylanVann/react-native-fast-image,DylanVann/react-native-fast-image,andreechristian,1
chrisjenx/Calligraphy,chrisjenx/Calligraphy,CaviaTheGuineaPig,1
square/okhttp,square/okhttp,pawitk,1
gitpitch/gitpitch,gitpitch/gitpitch,augnustin,1
AriaLyy/Aria,AriaLyy/Aria,rj1992,1
ltsopensource/light-task-scheduler,ltsopensource/light-task-scheduler,jedyang,1
katzer/cordova-plugin-local-notifications,katzer/cordova-plugin-local-notifications,stas4000,1
xuxueli/xxl-job,xuxueli/xxl-job,gonnalee,1
zo0r/react-native-push-notification,zo0r/react-native-push-notification,Shannanigans,1
oracle/opengrok,oracle/opengrok,Arieltk1,1
iSoron/uhabits,iSoron/uhabits,dkabambe,1
owncloud/android,owncloud/android,Relaking,1
alibaba/fastjson,alibaba/fastjson,patrickzhe,1
wix/react-native-navigation,wix/react-native-navigation,esakkikrishnan,1
springfox/springfox,springfox/springfox,kunal-shah,1
azkaban/azkaban,azkaban/azkaban,FreyaWhite,1
goldze/MVVMHabit,goldze/MVVMHabit,rmtic,1
aurelhubert/ahbottomnavigation,aurelhubert/ahbottomnavigation,DSteve595,1
baoyachi/StepView,baoyachi/StepView,HelloHuDi,1
elastic/elasticsearch,elastic/elasticsearch,heinzmeise,1
NLPchina/ansj_seg,NLPchina/ansj_seg,HavenLiu,1
react-native-community/react-native-svg,react-native-community/react-native-svg,ggepenyan,1
jenkinsci/jenkins,jenkinsci/jenkins,andresrc,1
mybatis/spring-boot-starter,mybatis/spring-boot-starter,h3adache,1
greenrobot/greenDAO,greenrobot/greenDAO,RayCourant,1
brianway/springmvc-mybatis-learning,brianway/springmvc-mybatis-learning,brianway,1
cryptomator/cryptomator,cryptomator/cryptomator,MajorTomDE,1
Jasonchenlijian/FastBle,Jasonchenlijian/FastBle,LiLingke,1
spockframework/spock,spockframework/spock,tkvw,1
rstudio/rstudio,rstudio/rstudio,njtierney,1
naver/pinpoint,naver/pinpoint,Super4You,1
amirzaidi/Launcher3,amirzaidi/Launcher3,michael1900,1
elastic/elasticsearch,elastic/elasticsearch,rajibmitra,1
square/retrofit,square/retrofit,manju115,1
pmd/pmd,pmd/pmd,Myllyenko,1
springfox/springfox,springfox/springfox,nachomezzadra,1
yanzhenjie/AndPermission,yanzhenjie/AndPermission,TonyJason,1
rubensousa/RecyclerViewSnap,rubensousa/RecyclerViewSnap,SetareMaghari,1
bumptech/glide,bumptech/glide,noState,1
crazycodeboy/react-native-splash-screen,crazycodeboy/react-native-splash-screen,christophby,1
bytedeco/javacv,bytedeco/javacv,harischandraprasad,1
bytedeco/javacv,bytedeco/javacv,rezangit,1
FasterXML/jackson-databind,FasterXML/jackson-databind,yinchuanwang,1
square/retrofit,square/retrofit,IshanFx,1
Qihoo360/RePlugin,Qihoo360/RePlugin,fangengbiao,1
ReactiveX/RxJava,ReactiveX/RxJava,arturszymanski,1
xetorthio/jedis,xetorthio/jedis,sachingupt,1
wix/react-native-navigation,wix/react-native-navigation,tranhuuthinhit,1
wix/react-native-navigation,wix/react-native-navigation,RicardoBer,1
thingsboard/thingsboard,thingsboard/thingsboard,saurabhjhamb,1
ReactiveX/RxJava,ReactiveX/RxJava,vietj,1
alibaba/DataX,alibaba/DataX,blueskea,1
apache/hive,apache/hive,reudismam,1
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,tonakriz,1
wequick/Small,wequick/Small,Ivonhoe,1
FasterXML/jackson-databind,FasterXML/jackson-databind,Florent5929,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,manuelgerstner,1
katzer/cordova-plugin-local-notifications,katzer/cordova-plugin-local-notifications,japostigo-atsistemas,1
oracle/graal,oracle/graal,mur47x111,1
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,YuxuanWoo,1
JanusGraph/janusgraph,JanusGraph/janusgraph,wojciechwojcik,1
elastic/elasticsearch,elastic/elasticsearch,joshfix,1
SeleniumHQ/selenium,SeleniumHQ/selenium,caolyhuynh,1
swagger-api/swagger-core,swagger-api/swagger-core,Tiller,1
Devlight/InfiniteCycleViewPager,Devlight/InfiniteCycleViewPager,gloryzgh,1
perwendel/spark,perwendel/spark,guilhermehbueno,1
apache/hadoop,apache/hadoop,Yiran-wu,1
apache/kafka,apache/kafka,Humbedooh,1
rstudio/rstudio,rstudio/rstudio,JustinZZW,1
square/okhttp,square/okhttp,PromanSEW,1
amirzaidi/Launcher3,amirzaidi/Launcher3,keetrock46270,1
jgilfelt/chuck,jgilfelt/chuck,alorma,1
libgdx/libgdx,libgdx/libgdx,Zvezdin,1
crate/crate,crate/crate,mindscratch,1
traex/RippleEffect,traex/RippleEffect,alikhan-codersranch,1
kdn251/interviews,kdn251/interviews,abhinav042,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,cometrue,1
chrisjenx/Calligraphy,chrisjenx/Calligraphy,d-rahul,1
Blankj/AndroidUtilCode,Blankj/AndroidUtilCode,carozhu,1
google/guice,google/guice,404-,1
jfoenixadmin/JFoenix,jfoenixadmin/JFoenix,johnjoshuababiera,1
lets-blade/blade,lets-blade/blade,NetoDevel,1
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,86100488z,1
Yalantis/uCrop,Yalantis/uCrop,Harrypulvirenti,1
elastic/elasticsearch,elastic/elasticsearch,shekharupland,1
alibaba/druid,alibaba/druid,xuanang,1
antlr/antlr4,antlr/antlr4,jeffsaremi,1
apache/hadoop,apache/hadoop,zhaoyim,1
crazycodeboy/TakePhoto,crazycodeboy/TakePhoto,DuoLa512,1
TechEmpower/FrameworkBenchmarks,TechEmpower/FrameworkBenchmarks,Tobion,1
thingsboard/thingsboard,thingsboard/thingsboard,fotis400,1
cjlin1/libsvm,cjlin1/libsvm,HOUYU275,1
gitpitch/gitpitch,gitpitch/gitpitch,m1guelpf,1
Netflix/Hystrix,Netflix/Hystrix,ianynchen,1
naver/pinpoint,naver/pinpoint,jalja27,1
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,marwa1994,1
SeleniumHQ/selenium,SeleniumHQ/selenium,xvfionn,1
realm/realm-java,realm/realm-java,eloraju,1
spring-projects/spring-framework,spring-projects/spring-framework,PascalSchumacher,1
yipianfengye/android-zxingLibrary,yipianfengye/android-zxingLibrary,Caocao1016,1
signalapp/Signal-Android,signalapp/Signal-Android,johncf,1
alibaba/DataX,alibaba/DataX,haharoit,1
neo4j/neo4j,neo4j/neo4j,ollio,1
jgilfelt/android-sqlite-asset-helper,jgilfelt/android-sqlite-asset-helper,atriarvin,1
danikula/AndroidVideoCache,danikula/AndroidVideoCache,sheckspir,1
google/ExoPlayer,google/ExoPlayer,dishantkawatra,1
jMonkeyEngine/jmonkeyengine,jMonkeyEngine/jmonkeyengine,demoth,1
greenrobot/EventBus,greenrobot/EventBus,Pheromone89,1
libgdx/libgdx,libgdx/libgdx,Fabpk90,1
medcl/elasticsearch-analysis-ik,medcl/elasticsearch-analysis-ik,leon0204,1
realm/realm-java,realm/realm-java,abou7mied,1
prestodb/presto,prestodb/presto,MichaelChirico,1
tbruyelle/RxPermissions,tbruyelle/RxPermissions,MNGsulochana,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,zhangxiangfeng,1
alibaba/vlayout,alibaba/vlayout,jielundewode,1
elastic/elasticsearch,elastic/elasticsearch,mstruve,1
LuckSiege/PictureSelector,LuckSiege/PictureSelector,haegyeong,1
spring-projects/spring-framework,spring-projects/spring-framework,adamlehenbauer,1
wix/react-native-navigation,wix/react-native-navigation,decodez,1
gephi/gephi,gephi/gephi,bhughesshelton,1
bumptech/glide,bumptech/glide,gelbertgel,1
codecentric/spring-boot-admin,codecentric/spring-boot-admin,Riggs333,1
swagger-api/swagger-core,swagger-api/swagger-core,mat-ale,1
react-native-community/react-native-video,react-native-community/react-native-video,cranberyxl,1
square/retrofit,square/retrofit,nicemak,1
abel533/Mapper,abel533/Mapper,hchaojie,1
pedant/sweet-alert-dialog,pedant/sweet-alert-dialog,MrXDevelopers,1
confluentinc/ksql,confluentinc/ksql,makgroup,1
facebook/buck,facebook/buck,HsuanTingLu,1
alibaba/jvm-sandbox,alibaba/jvm-sandbox,jacarrichan,1
moezbhatti/qksms,moezbhatti/qksms,BennyBeat,1
SeleniumHQ/selenium,SeleniumHQ/selenium,JouperCoding,1
orientechnologies/orientdb,orientechnologies/orientdb,SmallWong414,1
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,OmSao,1
codecentric/spring-boot-admin,codecentric/spring-boot-admin,iferca,1
junit-team/junit4,junit-team/junit4,carl-mastrangelo,1
thingsboard/thingsboard,thingsboard/thingsboard,lucascarnato,1
alibaba/fastjson,alibaba/fastjson,Veiintc,1
eclipse/che,eclipse/che,skshiftio,1
moezbhatti/qksms,moezbhatti/qksms,firecat53,1
wix/react-native-navigation,wix/react-native-navigation,rohanraarora,1
dbeaver/dbeaver,dbeaver/dbeaver,iamnorbiato,1
amitshekhariitbhu/Android-Debug-Database,amitshekhariitbhu/Android-Debug-Database,naushad-madakiya,1
signalapp/Signal-Android,signalapp/Signal-Android,loxK,1
termux/termux-app,termux/termux-app,candrwow,1
Bigkoo/Android-PickerView,Bigkoo/Android-PickerView,NovaMagician,1
koral--/android-gif-drawable,koral--/android-gif-drawable,codecov-io,1
CellularPrivacy/Android-IMSI-Catcher-Detector,CellularPrivacy/Android-IMSI-Catcher-Detector,Re5ented,1
square/okhttp,square/okhttp,chax,1
realm/realm-java,realm/realm-java,joluet,1
NLPchina/elasticsearch-sql,NLPchina/elasticsearch-sql,CoolGrancy,1
springfox/springfox,springfox/springfox,Mario-Eis,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,asrar84,1
square/javapoet,square/javapoet,mrrobot97,1
wix/react-native-navigation,wix/react-native-navigation,gargsms,1
lipangit/JiaoZiVideoPlayer,lipangit/JiaoZiVideoPlayer,xuzh2017,1
apache/lucene-solr,apache/lucene-solr,diegoceccarelli,1
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,KOLANICH,1
airbnb/lottie-android,airbnb/lottie-android,NoahZu,1
alibaba/fastjson,alibaba/fastjson,neil4dong,1
undertow-io/undertow,undertow-io/undertow,jstourac,1
bumptech/glide,bumptech/glide,u-nation,1
iBotPeaches/Apktool,iBotPeaches/Apktool,zoanthropy,1
wix/react-native-navigation,wix/react-native-navigation,leolusoli,1
wix/react-native-navigation,wix/react-native-navigation,ChrisGatzo,1
journeyapps/zxing-android-embedded,journeyapps/zxing-android-embedded,nguyenquocchinhdev,1
springfox/springfox,springfox/springfox,balajeetm,1
react-native-community/react-native-camera,react-native-community/react-native-camera,thientnc-ibl,1
koush/ion,koush/ion,Fondesa,1
arduino/Arduino,arduino/Arduino,suculent,1
cSploit/android,cSploit/android,e2002e,1
yanzhenjie/AndPermission,yanzhenjie/AndPermission,Garygeng,1
LWJGL/lwjgl3,LWJGL/lwjgl3,Zamundaaa,1
react-native-community/react-native-camera,react-native-community/react-native-camera,mchandleraz,1
dbeaver/dbeaver,dbeaver/dbeaver,devSonicgirl,1
aosp-mirror/platform_frameworks_base,aosp-mirror/platform_frameworks_base,endink,1
wix/react-native-navigation,wix/react-native-navigation,andresesfm,1
FasterXML/jackson-databind,FasterXML/jackson-databind,rferreira,1
ikew0ng/SwipeBackLayout,ikew0ng/SwipeBackLayout,marten83,1
jgilfelt/android-sqlite-asset-helper,jgilfelt/android-sqlite-asset-helper,FreeMarketAnarchist,1
katzer/cordova-plugin-local-notifications,katzer/cordova-plugin-local-notifications,wuilmerj24,1
web3j/web3j,web3j/web3j,vberezkin,1
square/okhttp,square/okhttp,OsmanYalin,1
rstudio/rstudio,rstudio/rstudio,wch,1
greenrobot/EventBus,greenrobot/EventBus,Aeiric,1
scribejava/scribejava,scribejava/scribejava,EthanLuisMcDonough,1
signalapp/Signal-Android,signalapp/Signal-Android,santa-klaus,1
react-native-community/react-native-blur,react-native-community/react-native-blur,drewandre,1
NLPchina/elasticsearch-sql,NLPchina/elasticsearch-sql,kant111,1
Wizcorp/phonegap-facebook-plugin,Wizcorp/phonegap-facebook-plugin,Maritims,1
LuckSiege/PictureSelector,LuckSiege/PictureSelector,xuelanghu120,1
netty/netty,netty/netty,velikanov,1
Netflix/Hystrix,Netflix/Hystrix,JayeshS,1
requery/requery,requery/requery,Magister,1
arduino/Arduino,arduino/Arduino,server-securit,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,JhonImmanuel,1
zhihu/Matisse,zhihu/Matisse,khalid-mahmood,1
Blankj/AndroidUtilCode,Blankj/AndroidUtilCode,kigkrazy,1
wix/react-native-navigation,wix/react-native-navigation,jeroenbourgois,1
square/leakcanary,square/leakcanary,Kisty,1
square/okhttp,square/okhttp,lby1992,1
go-lang-plugin-org/go-lang-idea-plugin,go-lang-plugin-org/go-lang-idea-plugin,tiagopotencia,1
knightliao/disconf,knightliao/disconf,langke93,1
Ashok-Varma/BottomNavigation,Ashok-Varma/BottomNavigation,LOG-TAG,1
wdullaer/MaterialDateTimePicker,wdullaer/MaterialDateTimePicker,nguyenhuutho,1
facebook/litho,facebook/litho,xiphirx,1
springfox/springfox,springfox/springfox,vlad2,1
tronprotocol/java-tron,tronprotocol/java-tron,nukec,1
alibaba/druid,alibaba/druid,szleilei,1
mybatis/mybatis-3,mybatis/mybatis-3,JanYunkai,1
elastic/elasticsearch,elastic/elasticsearch,mattdonders,1
keycloak/keycloak,keycloak/keycloak,wyvie,1
react-native-community/react-native-camera,react-native-community/react-native-camera,pj0579,1
square/okhttp,square/okhttp,shuwenyouxi,1
vespa-engine/vespa,vespa-engine/vespa,abmo,1
zhihu/Matisse,zhihu/Matisse,Nobler,1
youth5201314/banner,youth5201314/banner,TwistJ,1
arduino/Arduino,arduino/Arduino,keomabrun,1
flyway/flyway,flyway/flyway,jhannes,1
wix/react-native-navigation,wix/react-native-navigation,wsslfnstr,1
androidannotations/androidannotations,androidannotations/androidannotations,JodawatSumit,1
springfox/springfox,springfox/springfox,estevaojordao,1
MinecraftForge/MinecraftForge,MinecraftForge/MinecraftForge,HellFirePvP,1
Netflix/eureka,Netflix/eureka,aasthasmile,1
asLody/VirtualApp,asLody/VirtualApp,qssq,1
deeplearning4j/deeplearning4j,deeplearning4j/deeplearning4j,ekravi,1
alibaba/druid,alibaba/druid,aqnaruto,1
openhab/openhab1-addons,openhab/openhab1-addons,cribskip,1
neo4j/neo4j,neo4j/neo4j,Alexyyek,1
spring-projects/spring-boot,spring-projects/spring-boot,rubensa,1
Freeyourgadget/Gadgetbridge,Freeyourgadget/Gadgetbridge,Kurolox,1
Polidea/RxAndroidBle,Polidea/RxAndroidBle,ened,1
yanzhenjie/AndPermission,yanzhenjie/AndPermission,zjxuzhj,1
bumptech/glide,bumptech/glide,Leolkalnus,1
material-components/material-components-android,material-components/material-components-android,hzsweers,1
TeamNewPipe/NewPipe,TeamNewPipe/NewPipe,ksaerdna,1
bazelbuild/bazel,bazelbuild/bazel,ubrandt,1
square/moshi,square/moshi,grennis,1
elastic/elasticsearch,elastic/elasticsearch,sunilpwyd,1
wix/react-native-navigation,wix/react-native-navigation,rokgfx,1
square/sqlbrite,square/sqlbrite,KpStP,1
openhab/openhab1-addons,openhab/openhab1-addons,wborn,1
guardianproject/haven,guardianproject/haven,devrandom,1
Clans/FloatingActionButton,Clans/FloatingActionButton,ZonZonZon,1
johncarl81/parceler,johncarl81/parceler,ivotai,1
siacs/Conversations,siacs/Conversations,nikksno,1
rstudio/rstudio,rstudio/rstudio,mamafanfan,1
knightliao/disconf,knightliao/disconf,gaopu202,1
spring-projects/spring-boot,spring-projects/spring-boot,xsj34567,1
spring-projects/spring-boot,spring-projects/spring-boot,davidkarlsen,1
apache/incubator-skywalking,apache/incubator-skywalking,goldonship,1
JakeWharton/butterknife,JakeWharton/butterknife,TheKeeperOfPie,1
neo4j/neo4j,neo4j/neo4j,kewball,1
lingochamp/FileDownloader,lingochamp/FileDownloader,justziyang,1
elastic/elasticsearch,elastic/elasticsearch,ddorian,1
AigeStudio/WheelPicker,AigeStudio/WheelPicker,toothwind,1
spring-cloud/spring-cloud-netflix,spring-cloud/spring-cloud-netflix,khannedy,1
PhilJay/MPAndroidChart,PhilJay/MPAndroidChart,nsfantom,1
FasterXML/jackson-databind,FasterXML/jackson-databind,Incara,1
facebook/litho,facebook/litho,cushon,1
gephi/gephi,gephi/gephi,dth1692,1
timehop/sticky-headers-recyclerview,timehop/sticky-headers-recyclerview,Shahjahan786,1
hibernate/hibernate-orm,hibernate/hibernate-orm,paradoxicalNL,1
evernote/android-job,evernote/android-job,arjankc,1
chennaione/sugar,chennaione/sugar,limbertx,1
rstudio/rstudio,rstudio/rstudio,imkdoug,1
alibaba/canal,alibaba/canal,fefine,1
Tencent/tinker,Tencent/tinker,zhangjinlu0222,1
antlr/antlr4,antlr/antlr4,zhouqilin1993,1
Activiti/Activiti,Activiti/Activiti,wangjunyuan89,1
ethereum/ethereumj,ethereum/ethereumj,nicksavers,1
