Source,Target,Weight
google/guice,anthraxx,1
SeleniumHQ/selenium,Hatlen,1
elastic/elasticsearch,josefschiefer,1
Clans/FloatingActionButton,chrystoffer,1
eugenp/tutorials,rajakmra,1
springfox/springfox,damiengenet,1
alibaba/freeline,hiperioncn,1
lipangit/JiaoZiVideoPlayer,yangchong211,1
twosigma/beakerx,altavir,1
rzwitserloot/lombok,huehnerlady,1
yanzhenjie/AndPermission,Dordong,1
wix/react-native-navigation,RyanWarner,1
wix/react-native-navigation,Nickersoft,1
JakeWharton/ViewPagerIndicator,lennonpetrick,1
DylanVann/react-native-fast-image,chitezh,1
iBotPeaches/Apktool,newbreedsoftware,1
square/moshi,Shiph,1
tronprotocol/java-tron,travek,1
apache/flink,zohar-mizrahi,1
bazelbuild/bazel,oscar-stripe,1
zo0r/react-native-push-notification,adamjacob,1
TechEmpower/FrameworkBenchmarks,ciarancourtney,1
TeamNewPipe/NewPipe,oceanwaves90,1
lecho/hellocharts-android,Xiang0229,1
abel533/Mapper,cocoa2003,1
keycloak/keycloak,trecloux,1
rzwitserloot/lombok,alltej,1
LuckSiege/PictureSelector,rkaram-sadad,1
ChrisRM/material-theme-jetbrains,Mr-Smile,1
react-native-community/react-native-blur,gitarre94,1
react-native-community/react-native-video,manuTro,1
android10/Android-CleanArchitecture,kengraWin,1
alibaba/atlas,houliang,1
bazelbuild/bazel,gkossakowski,1
aa112901/remusic,the-mok,1
dbeaver/dbeaver,a854363956,1
wix/react-native-navigation,filipef101,1
scribejava/scribejava,hubbazoot,1
http-kit/http-kit,motoom,1
jamesdbloom/mockserver,karl0ss,1
lipangit/JiaoZiVideoPlayer,MrDany,1
zaproxy/zaproxy,i4s-pserrano,1
Netflix/zuul,aivans,1
PhilJay/MPAndroidChart,azisoli,1
rzwitserloot/lombok,ptrxwsmitt,1
spotify/docker-maven-plugin,zh32,1
skylot/jadx,treymok,1
amirzaidi/Launcher3,JonnyTech,1
prestodb/presto,qli-aa,1
mcxiaoke/android-volley,ashiqmuhammed,1
dbeaver/dbeaver,orasul,1
apache/hive,ekoifman,1
wasabeef/recyclerview-animators,SerhiiSolobaievUptech,1
alibaba/freeline,SuperTxy,1
btraceio/btrace,codecov-io,1
rzwitserloot/lombok,mkeller-ergon,1
reactor/reactor-core,pq-yilinwei,1
alibaba/fastjson,ycx974577817,1
vert-x3/vertx-examples,slinkydeveloper,1
openhab/openhab1-addons,frrr1,1
square/okhttp,jpearl,1
Yalantis/Horizon,xsaszka,1
Polidea/RxAndroidBle,streetsofboston,1
hs-web/hsweb-framework,changdaye,1
cryptomator/cryptomator,DougBeney,1
CarGuo/GSYVideoPlayer,liulance,1
chennaione/sugar,esdeguzman,1
siacs/Conversations,mightyBroccoli,1
apache/zookeeper,jeffwidman,1
youth5201314/banner,canceel,1
arduino/Arduino,jeffbuhrt,1
azkaban/azkaban,dhuaqiao,1
rstudio/rstudio,GershTri,1
alibaba/canal,saludyan,1
web3j/web3j,JamesSmartCell,1
TeamNewPipe/NewPipe,jpf91,1
jersey/jersey,AlexElin,1
google/guice,brunoais,1
dbeaver/dbeaver,douglaszickuhr,1
bazelbuild/bazel,damienmg,1
SeleniumHQ/selenium,Mundepi28,1
gongwen/MarqueeViewLibrary,Hayquan,1
clojure/clojure,vendethiel,1
jfoenixadmin/JFoenix,VENT0,1
SeleniumHQ/selenium,sontek,1
seven332/EhViewer,zhuang61,1
MinecraftForge/MinecraftForge,GUIpsp,1
pili-engineering/PLDroidPlayer,qi19901212,1
google/auto,adrien-aubel,1
OpenRefine/OpenRefine,ultrageek,1
ethereum/ethereumj,Yangdaidai,1
PhilJay/MPAndroidChart,prathibhaprabs,1
JesusFreke/smali,cweiske,1
JessYanCoding/MVPArms,tangedegushi,1
H07000223/FlycoTabLayout,thisfeng,1
netty/netty,kirillkh,1
bingoogolapple/BGARefreshLayout-Android,vihuela,1
alamkanak/Android-Week-View,EduardRakov,1
bigbluebutton/bigbluebutton,mikhailnov,1
wix/react-native-navigation,gsteyn,1
TeamNewPipe/NewPipe,Serkan-devel,1
flyway/flyway,brodgers-oreilly,1
code4craft/webmagic,pergrand,1
lcodecorex/TwinklingRefreshLayout,zengzg,1
amirzaidi/Launcher3,HT-Soft,1
chrisbanes/PhotoView,zippo88888888,1
SeleniumHQ/selenium,gaspa85,1
spring-cloud/spring-cloud-netflix,szagriichuk,1
xetorthio/jedis,jhackel-hypo,1
facebook/facebook-android-sdk,lepouya,1
rstudio/rstudio,klmr,1
bazelbuild/bazel,brunobowden,1
square/picasso,NightlyNexus,1
apereo/cas,mindblender,1
eugenp/tutorials,araknoid,1
CarGuo/GSYVideoPlayer,supercwn,1
react-native-community/react-native-camera,kneza23,1
hs-web/hsweb-framework,Mr-Felixu,1
chennaione/sugar,kkannan-carecloud,1
Netflix/Hystrix,coffeetocode,1
springfox/springfox,geneze,1
JakeWharton/butterknife,johnny-n,1
spring-projects/spring-boot,NicoTexas,1
square/okhttp,talbz,1
junit-team/junit5,k1w1m8,1
deeplearning4j/deeplearning4j,bpark738,1
bumptech/glide,rcgonzalezf,1
junit-team/junit5,jaikiran,1
amirzaidi/Launcher3,skintask,1
lets-blade/blade,schneems,1
swagger-api/swagger-core,Treppenhouse,1
querydsl/querydsl,danielbalog,1
spring-projects/spring-boot,sachinlad,1
powermock/powermock,ManFromEast,1
JanusGraph/janusgraph,m-manseer,1
jersey/jersey,bukajsytlos,1
react-native-community/react-native-video,alex3144,1
neo4j/neo4j,codeslubber,1
lingochamp/FileDownloader,SelenaWong,1
dbeaver/dbeaver,super3dmax,1
seven332/EhViewer,naloder,1
jersey/jersey,silb,1
pedant/sweet-alert-dialog,vshnav51,1
PhilJay/MPAndroidChart,Neha-Rajput,1
novoda/android-demos,Mecharyry,1
google/gson,danponce,1
spring-projects/spring-boot,asarkar,1
chrisjenx/Calligraphy,Tizhoodh82,1
guardianproject/haven,artificialsheep,1
TooTallNate/Java-WebSocket,syntrydy,1
Blankj/AndroidUtilCode,zhousongchao,1
ChrisRM/material-theme-jetbrains,FerusGrim,1
spring-projects/spring-boot,obfischer,1
robinhood/ticker,Tokimu,1
florent37/CameraFragment,youyuanme,1
rzwitserloot/lombok,kmichalak,1
siacs/Conversations,laszlovl,1
mybatis/spring-boot-starter,hcxin,1
google/guava,crazybob,1
seven332/EhViewer,thanksshu,1
netty/netty,sunrenjie,1
dropwizard/metrics,smojtabai,1
CymChad/BaseRecyclerViewAdapterHelper,dingsh503,1
mrniko/netty-socketio,nickevin,1
zhihu/Matisse,a1265137718,1
LuckSiege/PictureSelector,wangkunlin,1
rzwitserloot/lombok,KyleChamberlin,1
facebook/buck,TarasMazepa,1
spring-projects/spring-petclinic,saadhq20,1
wequick/Small,zhenghuanpeng1992,1
DrKLO/Telegram,bruninoit,1
runelite/runelite,devinfrench,1
sockeqwe/mosby,NikitaZhelonkin,1
jprante/elasticsearch-jdbc,lyonssp,1
apache/incubator-skywalking,pavolloffay,1
alibaba/vlayout,lazy-ape,1
didi/VirtualAPK,vhly,1
ReactiveX/RxJava,medusar,1
CymChad/BaseRecyclerViewAdapterHelper,hxkdidi,1
CymChad/BaseRecyclerViewAdapterHelper,yyzl0418,1
aws/aws-sdk-java,anilkumar763,1
spring-cloud/spring-cloud-netflix,bsushant-athena,1
SeleniumHQ/selenium,NakajimaTakuya,1
alibaba/fastjson,leonchen83,1
sockeqwe/mosby,nick252,1
PhilJay/MPAndroidChart,paragyogi,1
arduino/Arduino,jm-andonegi,1
junit-team/junit5,01010w4,1
spring-projects/spring-boot,marti1125,1
bumptech/glide,Errichamonda,1
hongyangAndroid/FlowLayout,wanghailong0526,1
alibaba/druid,fanwsp,1
neo4j/neo4j,jjaderberg,1
eugenp/tutorials,satishpandey,1
openhab/openhab1-addons,jointerCZ,1
pili-engineering/PLDroidPlayer,autismbug92,1
alibaba/DataX,FENGJIAJUN,1
googlesamples/google-services,abdularshad06,1
kabouzeid/Phonograph,Hirse,1
apache/lucene-solr,ctargett,1
firebase/quickstart-android,banerjeedeba,1
neo4j/neo4j,nikhil051097,1
spring-projects/spring-boot,bbossola,1
aws/aws-sdk-java,mobrien,1
tronprotocol/java-tron,bulrush15,1
aws/aws-sdk-java,jkoberg,1
arduino/Arduino,linoskoczek,1
medcl/elasticsearch-analysis-ik,inahero,1
termux/termux-app,arunr2580,1
arduino/Arduino,Bodmer,1
arduino/Arduino,spacedSparking,1
chrisbanes/PhotoView,yangshiliang,1
sparklemotion/nokogiri,rob99,1
facebook/fresco,Evanhlx,1
google/gson,shruthikakwe,1
orientechnologies/orientdb,jacksenk,1
googlesamples/google-services,hendrawd,1
wix/react-native-navigation,alecplumb,1
alibaba/druid,caliven,1
wix/react-native-navigation,localnet,1
airbnb/lottie-android,azchohfi,1
scwang90/SmartRefreshLayout,13641285636,1
JakeWharton/butterknife,mpivchev,1
web3j/web3j,vn-linescode,1
DylanVann/react-native-fast-image,aMarCruz,1
flyway/flyway,vpavic,1
PhilJay/MPAndroidChart,saeros,1
openzipkin/zipkin,swissashley,1
ReactiveX/RxJava,SrDino,1
airbnb/epoxy,vdubedout,1
spring-projects/spring-boot,treeleafj,1
arduino/Arduino,ReAlUA,1
CymChad/BaseRecyclerViewAdapterHelper,hong-tang,1
rzwitserloot/lombok,huangd0ng,1
elastic/elasticsearch,CrazyPersonThirtyNine,1
pxb1988/dex2jar,greyblue9,1
spring-projects/spring-boot,VNYoeri,1
tronprotocol/java-tron,potsy24,1
realm/realm-java,soshial,1
iSoron/uhabits,edjroot,1
Graylog2/graylog2-server,nickcaballero,1
deeplearning4j/deeplearning4j,olga-gorun,1
tronprotocol/java-tron,fragamemnon,1
yipianfengye/android-zxingLibrary,zhangyunpenggithub,1
react-native-community/react-native-video,fjtrujy,1
orientechnologies/orientdb,anthony-o,1
zxing/zxing,axxel,1
tronprotocol/java-tron,staticmukesh,1
lzyzsd/JsBridge,fengwz2017,1
alamkanak/Android-Week-View,dritan-healthtap,1
vert-x3/vertx-examples,LiJie298,1
netty/netty,seiferff,1
TheAlgorithms/Java,Jeh212,1
scwang90/SmartRefreshLayout,sweet2o09,1
spring-projects/spring-boot,JianminWu,1
Jasonchenlijian/FastBle,Zhangxd77,1
gyf-dev/ImmersionBar,wyh497823256,1
tronprotocol/java-tron,mag0x,1
wix/react-native-navigation,gusterwoei-veltra,1
Bigkoo/Android-PickerView,hwp88110,1
alibaba/canal,fuchun,1
square/tape,qiyuanchen,1
Jasonchenlijian/FastBle,juenuo,1
bazelbuild/bazel,allenlavoie,1
lipangit/JiaoZiVideoPlayer,zhengfei,1
zxing/zxing,ismdcf,1
reactor/reactor-core,devrandom,1
go-lang-plugin-org/go-lang-idea-plugin,delbao,1
thingsboard/thingsboard,aridhiramy,1
termux/termux-app,spikerola,1
termux/termux-app,ShawnMilo,1
square/retrofit,Faiyyaz,1
TeamNewPipe/NewPipe,switchtegrax1,1
alibaba/druid,yefen,1
frohoff/ysoserial,frohoff,1
facebook/react-native-fbsdk,mingflifb,1
neo4j/neo4j,alexaverbuch,1
alibaba/fastjson,coodoing,1
Graylog2/graylog2-server,fontv2,1
Blankj/AndroidUtilCode,stoneLee81,1
fengjundev/Android-Skin-Loader,Charbing,1
apache/hadoop,dennishuo,1
astuetz/PagerSlidingTabStrip,eurycea,1
Jasonchenlijian/FastBle,saintnever,1
Freeyourgadget/Gadgetbridge,cjholly,1
square/okhttp,liang99312,1
Jasonchenlijian/FastBle,yygutn,1
ctripcorp/apollo,leohsu91,1
wix/react-native-navigation,jamsch,1
react-native-community/react-native-video,frenkie,1
elastic/elasticsearch,robin13,1
alibaba/DataX,zuoyedalaohu,1
chrisbanes/PhotoView,gaolingxiao,1
DrKLO/Telegram,efcacar,1
Malinskiy/SuperRecyclerView,ravi7874,1
apache/kafka,afalko,1
didi/VirtualAPK,852172891,1
dbeaver/dbeaver,jeliasson,1
elastic/elasticsearch,Silex,1
springfox/springfox,abdushkur,1
dbeaver/dbeaver,UkrZilla,1
mockito/mockito,maryroseMXXXVI,1
ittianyu/BottomNavigationViewEx,ruhy99,1
Freeyourgadget/Gadgetbridge,exmosis,1
sparklemotion/nokogiri,leehanslim,1
aurelhubert/ahbottomnavigation,geekqian,1
google/ExoPlayer,raunakyadav,1
asLody/VirtualApp,saliey,1
dbeaver/dbeaver,carlosspohr,1
square/retrofit,LunaticMeta,1
chrisbanes/PhotoView,keeblebogdan,1
Yalantis/GuillotineMenu-Android,Ahmed012345,1
dianping/cat,forever4313,1
kabouzeid/Phonograph,CraftedPixel,1
openhab/openhab1-addons,bdammrose,1
spring-projects/spring-boot,PerfecterDay,1
apache/kafka,mewwts,1
careercup/CtCI-6th-Edition,rohitgirme,1
YoKeyword/Fragmentation,ming0101,1
bumptech/glide,prsolucoes,1
rstudio/rstudio,eipi10,1
google/guice,Azbesciak,1
arduino/Arduino,kpochwala,1
MindorksOpenSource/android-interview-questions,zubairciit,1
netty/netty,jianyuanzh,1
wix/react-native-navigation,BrotherWY,1
AriaLyy/Aria,lbhsot,1
Freeyourgadget/Gadgetbridge,abelduran1,1
wix/react-native-navigation,khsily,1
jfoenixadmin/JFoenix,TioCoding,1
DylanVann/react-native-fast-image,lapcchan,1
sparklemotion/nokogiri,alenteria,1
JakeWharton/timber,sebastianmarschall,1
react-native-community/react-native-camera,khrizt,1
alibaba/vlayout,weimingjue,1
prestodb/presto,sbtgn1,1
SeleniumHQ/selenium,Sunnysidedown916,1
journeyapps/zxing-android-embedded,benefice-alfa,1
square/okhttp,jiaxiaohuan,1
square/retrofit,joicepj11,1
arduino/Arduino,00alis,1
google/guice,gilday,1
neo4j/neo4j,kfreytag,1
jfoenixadmin/JFoenix,Sxtanna,1
openhab/openhab1-addons,GoldenEyeCF,1
YoKeyword/Fragmentation,fvermeulen,1
DylanVann/react-native-fast-image,superburrito,1
rzwitserloot/lombok,Gaibhne,1
JesusFreke/smali,lcweik,1
mcxiaoke/android-volley,abhaymaniyar,1
alibaba/fastjson,qq123renmin,1
DylanVann/react-native-fast-image,andreechristian,1
chrisjenx/Calligraphy,CaviaTheGuineaPig,1
square/okhttp,pawitk,1
gitpitch/gitpitch,augnustin,1
AriaLyy/Aria,rj1992,1
ltsopensource/light-task-scheduler,jedyang,1
katzer/cordova-plugin-local-notifications,stas4000,1
xuxueli/xxl-job,gonnalee,1
zo0r/react-native-push-notification,Shannanigans,1
oracle/opengrok,Arieltk1,1
iSoron/uhabits,dkabambe,1
owncloud/android,Relaking,1
alibaba/fastjson,patrickzhe,1
wix/react-native-navigation,esakkikrishnan,1
springfox/springfox,kunal-shah,1
azkaban/azkaban,FreyaWhite,1
goldze/MVVMHabit,rmtic,1
aurelhubert/ahbottomnavigation,DSteve595,1
baoyachi/StepView,HelloHuDi,1
elastic/elasticsearch,heinzmeise,1
NLPchina/ansj_seg,HavenLiu,1
react-native-community/react-native-svg,ggepenyan,1
jenkinsci/jenkins,andresrc,1
mybatis/spring-boot-starter,h3adache,1
greenrobot/greenDAO,RayCourant,1
brianway/springmvc-mybatis-learning,brianway,1
cryptomator/cryptomator,MajorTomDE,1
Jasonchenlijian/FastBle,LiLingke,1
spockframework/spock,tkvw,1
rstudio/rstudio,njtierney,1
naver/pinpoint,Super4You,1
amirzaidi/Launcher3,michael1900,1
elastic/elasticsearch,rajibmitra,1
square/retrofit,manju115,1
pmd/pmd,Myllyenko,1
springfox/springfox,nachomezzadra,1
yanzhenjie/AndPermission,TonyJason,1
rubensousa/RecyclerViewSnap,SetareMaghari,1
bumptech/glide,noState,1
crazycodeboy/react-native-splash-screen,christophby,1
bytedeco/javacv,harischandraprasad,1
bytedeco/javacv,rezangit,1
FasterXML/jackson-databind,yinchuanwang,1
square/retrofit,IshanFx,1
Qihoo360/RePlugin,fangengbiao,1
ReactiveX/RxJava,arturszymanski,1
xetorthio/jedis,sachingupt,1
wix/react-native-navigation,tranhuuthinhit,1
wix/react-native-navigation,RicardoBer,1
thingsboard/thingsboard,saurabhjhamb,1
ReactiveX/RxJava,vietj,1
alibaba/DataX,blueskea,1
apache/hive,reudismam,1
TeamNewPipe/NewPipe,tonakriz,1
wequick/Small,Ivonhoe,1
FasterXML/jackson-databind,Florent5929,1
spring-cloud/spring-cloud-netflix,manuelgerstner,1
katzer/cordova-plugin-local-notifications,japostigo-atsistemas,1
oracle/graal,mur47x111,1
lipangit/JiaoZiVideoPlayer,YuxuanWoo,1
JanusGraph/janusgraph,wojciechwojcik,1
elastic/elasticsearch,joshfix,1
SeleniumHQ/selenium,caolyhuynh,1
swagger-api/swagger-core,Tiller,1
Devlight/InfiniteCycleViewPager,gloryzgh,1
perwendel/spark,guilhermehbueno,1
apache/hadoop,Yiran-wu,1
apache/kafka,Humbedooh,1
rstudio/rstudio,JustinZZW,1
square/okhttp,PromanSEW,1
amirzaidi/Launcher3,keetrock46270,1
jgilfelt/chuck,alorma,1
libgdx/libgdx,Zvezdin,1
crate/crate,mindscratch,1
traex/RippleEffect,alikhan-codersranch,1
kdn251/interviews,abhinav042,1
PhilJay/MPAndroidChart,cometrue,1
chrisjenx/Calligraphy,d-rahul,1
Blankj/AndroidUtilCode,carozhu,1
google/guice,404-,1
jfoenixadmin/JFoenix,johnjoshuababiera,1
lets-blade/blade,NetoDevel,1
lipangit/JiaoZiVideoPlayer,86100488z,1
Yalantis/uCrop,Harrypulvirenti,1
elastic/elasticsearch,shekharupland,1
alibaba/druid,xuanang,1
antlr/antlr4,jeffsaremi,1
apache/hadoop,zhaoyim,1
crazycodeboy/TakePhoto,DuoLa512,1
TechEmpower/FrameworkBenchmarks,Tobion,1
thingsboard/thingsboard,fotis400,1
cjlin1/libsvm,HOUYU275,1
gitpitch/gitpitch,m1guelpf,1
Netflix/Hystrix,ianynchen,1
naver/pinpoint,jalja27,1
lipangit/JiaoZiVideoPlayer,marwa1994,1
SeleniumHQ/selenium,xvfionn,1
realm/realm-java,eloraju,1
spring-projects/spring-framework,PascalSchumacher,1
yipianfengye/android-zxingLibrary,Caocao1016,1
signalapp/Signal-Android,johncf,1
alibaba/DataX,haharoit,1
neo4j/neo4j,ollio,1
jgilfelt/android-sqlite-asset-helper,atriarvin,1
danikula/AndroidVideoCache,sheckspir,1
google/ExoPlayer,dishantkawatra,1
jMonkeyEngine/jmonkeyengine,demoth,1
greenrobot/EventBus,Pheromone89,1
libgdx/libgdx,Fabpk90,1
medcl/elasticsearch-analysis-ik,leon0204,1
realm/realm-java,abou7mied,1
prestodb/presto,MichaelChirico,1
tbruyelle/RxPermissions,MNGsulochana,1
spring-cloud/spring-cloud-netflix,zhangxiangfeng,1
alibaba/vlayout,jielundewode,1
elastic/elasticsearch,mstruve,1
LuckSiege/PictureSelector,haegyeong,1
spring-projects/spring-framework,adamlehenbauer,1
wix/react-native-navigation,decodez,1
gephi/gephi,bhughesshelton,1
bumptech/glide,gelbertgel,1
codecentric/spring-boot-admin,Riggs333,1
swagger-api/swagger-core,mat-ale,1
react-native-community/react-native-video,cranberyxl,1
square/retrofit,nicemak,1
abel533/Mapper,hchaojie,1
pedant/sweet-alert-dialog,MrXDevelopers,1
confluentinc/ksql,makgroup,1
facebook/buck,HsuanTingLu,1
alibaba/jvm-sandbox,jacarrichan,1
moezbhatti/qksms,BennyBeat,1
SeleniumHQ/selenium,JouperCoding,1
orientechnologies/orientdb,SmallWong414,1
deeplearning4j/deeplearning4j,OmSao,1
codecentric/spring-boot-admin,iferca,1
junit-team/junit4,carl-mastrangelo,1
thingsboard/thingsboard,lucascarnato,1
alibaba/fastjson,Veiintc,1
eclipse/che,skshiftio,1
moezbhatti/qksms,firecat53,1
wix/react-native-navigation,rohanraarora,1
dbeaver/dbeaver,iamnorbiato,1
amitshekhariitbhu/Android-Debug-Database,naushad-madakiya,1
signalapp/Signal-Android,loxK,1
termux/termux-app,candrwow,1
Bigkoo/Android-PickerView,NovaMagician,1
koral--/android-gif-drawable,codecov-io,1
CellularPrivacy/Android-IMSI-Catcher-Detector,Re5ented,1
square/okhttp,chax,1
realm/realm-java,joluet,1
NLPchina/elasticsearch-sql,CoolGrancy,1
springfox/springfox,Mario-Eis,1
spring-cloud/spring-cloud-netflix,asrar84,1
square/javapoet,mrrobot97,1
wix/react-native-navigation,gargsms,1
lipangit/JiaoZiVideoPlayer,xuzh2017,1
apache/lucene-solr,diegoceccarelli,1
TeamNewPipe/NewPipe,KOLANICH,1
airbnb/lottie-android,NoahZu,1
alibaba/fastjson,neil4dong,1
undertow-io/undertow,jstourac,1
bumptech/glide,u-nation,1
iBotPeaches/Apktool,zoanthropy,1
wix/react-native-navigation,leolusoli,1
wix/react-native-navigation,ChrisGatzo,1
journeyapps/zxing-android-embedded,nguyenquocchinhdev,1
springfox/springfox,balajeetm,1
react-native-community/react-native-camera,thientnc-ibl,1
koush/ion,Fondesa,1
arduino/Arduino,suculent,1
cSploit/android,e2002e,1
yanzhenjie/AndPermission,Garygeng,1
LWJGL/lwjgl3,Zamundaaa,1
react-native-community/react-native-camera,mchandleraz,1
dbeaver/dbeaver,devSonicgirl,1
aosp-mirror/platform_frameworks_base,endink,1
wix/react-native-navigation,andresesfm,1
FasterXML/jackson-databind,rferreira,1
ikew0ng/SwipeBackLayout,marten83,1
jgilfelt/android-sqlite-asset-helper,FreeMarketAnarchist,1
katzer/cordova-plugin-local-notifications,wuilmerj24,1
web3j/web3j,vberezkin,1
square/okhttp,OsmanYalin,1
rstudio/rstudio,wch,1
greenrobot/EventBus,Aeiric,1
scribejava/scribejava,EthanLuisMcDonough,1
signalapp/Signal-Android,santa-klaus,1
react-native-community/react-native-blur,drewandre,1
NLPchina/elasticsearch-sql,kant111,1
Wizcorp/phonegap-facebook-plugin,Maritims,1
LuckSiege/PictureSelector,xuelanghu120,1
netty/netty,velikanov,1
Netflix/Hystrix,JayeshS,1
requery/requery,Magister,1
arduino/Arduino,server-securit,1
PhilJay/MPAndroidChart,JhonImmanuel,1
zhihu/Matisse,khalid-mahmood,1
Blankj/AndroidUtilCode,kigkrazy,1
wix/react-native-navigation,jeroenbourgois,1
square/leakcanary,Kisty,1
square/okhttp,lby1992,1
go-lang-plugin-org/go-lang-idea-plugin,tiagopotencia,1
knightliao/disconf,langke93,1
Ashok-Varma/BottomNavigation,LOG-TAG,1
wdullaer/MaterialDateTimePicker,nguyenhuutho,1
facebook/litho,xiphirx,1
springfox/springfox,vlad2,1
tronprotocol/java-tron,nukec,1
alibaba/druid,szleilei,1
mybatis/mybatis-3,JanYunkai,1
elastic/elasticsearch,mattdonders,1
keycloak/keycloak,wyvie,1
react-native-community/react-native-camera,pj0579,1
square/okhttp,shuwenyouxi,1
vespa-engine/vespa,abmo,1
zhihu/Matisse,Nobler,1
youth5201314/banner,TwistJ,1
arduino/Arduino,keomabrun,1
flyway/flyway,jhannes,1
wix/react-native-navigation,wsslfnstr,1
androidannotations/androidannotations,JodawatSumit,1
springfox/springfox,estevaojordao,1
MinecraftForge/MinecraftForge,HellFirePvP,1
Netflix/eureka,aasthasmile,1
asLody/VirtualApp,qssq,1
deeplearning4j/deeplearning4j,ekravi,1
alibaba/druid,aqnaruto,1
openhab/openhab1-addons,cribskip,1
neo4j/neo4j,Alexyyek,1
spring-projects/spring-boot,rubensa,1
Freeyourgadget/Gadgetbridge,Kurolox,1
Polidea/RxAndroidBle,ened,1
yanzhenjie/AndPermission,zjxuzhj,1
bumptech/glide,Leolkalnus,1
material-components/material-components-android,hzsweers,1
TeamNewPipe/NewPipe,ksaerdna,1
bazelbuild/bazel,ubrandt,1
square/moshi,grennis,1
elastic/elasticsearch,sunilpwyd,1
wix/react-native-navigation,rokgfx,1
square/sqlbrite,KpStP,1
openhab/openhab1-addons,wborn,1
guardianproject/haven,devrandom,1
Clans/FloatingActionButton,ZonZonZon,1
johncarl81/parceler,ivotai,1
siacs/Conversations,nikksno,1
rstudio/rstudio,mamafanfan,1
knightliao/disconf,gaopu202,1
spring-projects/spring-boot,xsj34567,1
spring-projects/spring-boot,davidkarlsen,1
apache/incubator-skywalking,goldonship,1
JakeWharton/butterknife,TheKeeperOfPie,1
neo4j/neo4j,kewball,1
lingochamp/FileDownloader,justziyang,1
elastic/elasticsearch,ddorian,1
AigeStudio/WheelPicker,toothwind,1
spring-cloud/spring-cloud-netflix,khannedy,1
PhilJay/MPAndroidChart,nsfantom,1
FasterXML/jackson-databind,Incara,1
facebook/litho,cushon,1
gephi/gephi,dth1692,1
timehop/sticky-headers-recyclerview,Shahjahan786,1
hibernate/hibernate-orm,paradoxicalNL,1
evernote/android-job,arjankc,1
chennaione/sugar,limbertx,1
rstudio/rstudio,imkdoug,1
alibaba/canal,fefine,1
Tencent/tinker,zhangjinlu0222,1
antlr/antlr4,zhouqilin1993,1
Activiti/Activiti,wangjunyuan89,1
ethereum/ethereumj,nicksavers,1
journeyapps/zxing-android-embedded,TheGratefulDev,1
SeleniumHQ/selenium,dnknitro,1
react-native-community/react-native-camera,stefalda,1
sparklemotion/nokogiri,McRaeAlex,1
DylanVann/react-native-fast-image,irfansener,1
apache/rocketmq,Jaskey,1
apache/zeppelin,jan0sch,1
pagehelper/Mybatis-PageHelper,glenn2wang,1
MinecraftForge/MinecraftForge,gigaherz,1
eugenp/tutorials,SeunMatt,1
Konloch/bytecode-viewer,imknown,1
JakeWharton/butterknife,jesrielrada,1
ChrisRM/material-theme-jetbrains,GeeksEmpireNet,1
cglib/cglib,rtenhove,1
TeamNewPipe/NewPipe,winnebagel,1
janishar/mit-deep-learning-book-pdf,koorgoo,1
tronprotocol/java-tron,penrique,1
termux/termux-app,asynio,1
bumptech/glide,godfrednanaowusu,1
wix/react-native-navigation,AliAlturbaq,1
wix/react-native-navigation,yaibait,1
spring-projects/spring-boot,mikeloll,1
Jasonchenlijian/FastBle,okmin3,1
realm/realm-java,nganthony,1
apache/incubator-skywalking,wongyM,1
yarolegovich/DiscreteScrollView,yarolegovich,1
square/okhttp,iamthevoid,1
jhy/jsoup,marvk,1
hibernate/hibernate-orm,aguibert,1
shwenzhang/AndResGuard,hellokugo,1
Netflix/Hystrix,mattnelson,1
daimajia/AndroidSwipeLayout,gavinliu,1
amirzaidi/Launcher3,5N44P,1
springfox/springfox,kintomiko,1
xcc3641/SeeWeather,MrHeer,1
openhab/openhab1-addons,crystollic,1
square/leakcanary,Sinapse87,1
react-native-community/react-native-camera,stevecarpenter,1
termux/termux-app,moldabekov,1
facebook/buck,JoakimCh,1
jMonkeyEngine/jmonkeyengine,gouessej,1
google/ExoPlayer,AfzalivE,1
google/closure-compiler,SLaks,1
Ashok-Varma/BottomNavigation,arronvera,1
spring-cloud/spring-cloud-netflix,Yaghiyah,1
ReactiveX/RxJava,RikkiGibson,1
neo4j/neo4j,cjdaly,1
Tencent/GT,gdky005,1
spring-projects/spring-boot,hantsy,1
gephi/gephi,jbliesener,1
naver/pinpoint,chuanyi-fang,1
Netflix/zuul,RickFanta-Cable,1
CymChad/BaseRecyclerViewAdapterHelper,xinyangcuncun,1
elastic/elasticsearch,TpClark,1
stanfordnlp/CoreNLP,maziyarpanahi,1
mikepenz/MaterialDrawer,iToxicDeveloper,1
powermock/powermock,thekingnothing,1
google/ExoPlayer,zsmatyas,1
thingsboard/thingsboard,m0rt3nlund,1
rstudio/rstudio,rsangole,1
ben-manes/caffeine,agoston,1
LitePalFramework/LitePal,Htryhard,1
MinecraftForge/MinecraftForge,Guichaguri,1
mikepenz/MaterialDrawer,achievegame,1
siacs/Conversations,Kandr0s,1
naver/pinpoint,fddOs,1
tronprotocol/java-tron,lostick,1
airbnb/lottie-android,perky,1
dbeaver/dbeaver,simonedelmonte92,1
SeleniumHQ/selenium,Johnsavadkuhi,1
alamkanak/Android-Week-View,jaydeep911,1
eugenp/tutorials,brunotorrao,1
