Source,Target,Weight
rzwitserloot/lombok,oyku-gencay,1
azkaban/azkaban,huaxuechensu,1
aurelhubert/ahbottomnavigation,anta40,1
google/auto,grepx,1
guolindev/booksource,CNHTT,1
apereo/cas,rrenomeron,1
Konloch/bytecode-viewer,MazeWebArchitect,1
kabouzeid/Phonograph,tipkilby,1
dropwizard/dropwizard,javasoze,1
JakeWharton/butterknife,tagantroy,1
daimajia/AndroidSwipeLayout,Hbworld,1
guardianproject/haven,christxph,1
amulyakhare/TextDrawable,jahirfiquitiva,1
react-native-community/react-native-camera,martonczirjak,1
avast/android-butterknife-zelezny,akingyin1987,1
openzipkin/zipkin,abitrolly,1
zhihu/Matisse,NikoMontana,1
wix/react-native-navigation,DavidNorena,1
JanusGraph/janusgraph,farodin91,1
tronprotocol/java-tron,tahitithebob,1
jfinal/jfinal,ukhack,1
wequick/Small,yaoqi-github,1
ctripcorp/apollo,gblwzgb,1
emilsjolander/StickyListHeaders,dachev,1
MindorksOpenSource/android-mvp-architecture,davida5,1
greenrobot/EventBus,cbedoy,1
zo0r/react-native-push-notification,RyanWarner,1
DuGuQiuBai/Java,a2661621376,1
keycloak/keycloak,torsteis,1
wasabeef/glide-transformations,WrathChaos,1
signalapp/Signal-Android,derede,1
react-native-community/react-native-video,chuyinweilai,1
zo0r/react-native-push-notification,rizkisunaryo,1
react-native-community/react-native-camera,moonbrv,1
MinecraftForge/MinecraftForge,immibis,1
spring-projects/spring-boot,AlexFalappa,1
chennaione/sugar,okabbas,1
xetorthio/jedis,ragabar,1
aws/aws-sdk-java,apara,1
processing/processing,Luke12345678909,1
TeamNewPipe/NewPipe,geebotron,1
facebook/fresco,wangrunxiang,1
xuxueli/xxl-job,wzshuang,1
firebase/quickstart-android,abhibhingarde,1
FasterXML/jackson-databind,mkurz,1
spring-cloud/spring-cloud-netflix,qcastel,1
crate/crate,taliaga,1
danikula/AndroidVideoCache,1405553774,1
rzwitserloot/lombok,phcouton,1
ethereum/ethereumj,azewiusz,1
SeleniumHQ/selenium,testansh,1
lipangit/JiaoZiVideoPlayer,marscl,1
daimajia/AndroidSwipeLayout,har2008preet,1
mcxtzhang/SwipeDelMenuLayout,hegelsu,1
google/ExoPlayer,ram992,1
alibaba/canal,klaus-pd,1
apache/kafka,loganmhb,1
scwang90/SmartRefreshLayout,bingoogolapple,1
MinecraftForge/MinecraftForge,Hypsellis,1
CymChad/BaseRecyclerViewAdapterHelper,tosslife,1
android10/Android-CleanArchitecture,crjacinro,1
querydsl/querydsl,Adeynack,1
alibaba/TProfiler,otreven,1
alibaba/druid,lixizhong,1
naver/pinpoint,ryankiki86,1
react-native-community/react-native-camera,yh6782,1
netty/netty,bsideup,1
react-native-community/react-native-camera,yoesak,1
mission-peace/interview,vibhor98,1
umano/AndroidSlidingUpPanel,JuanNova,1
rabbitmq/rabbitmq-tutorials,krdlab,1
spring-projects/spring-boot,vitali1980,1
bumptech/glide,pattagobi,1
siacs/Conversations,tdemin,1
Tencent/VasSonic,pennybuster,1
alibaba/druid,duomu,1
tronprotocol/java-tron,Mardoxx,1
web3j/web3j,swatarianess,1
react-native-community/react-native-blur,FuchsbergerTbs,1
deeplearning4j/deeplearning4j,kullanici0606,1
eclipse/jetty.project,elekktrisch,1
facebook/fresco,jungletian,1
google/ExoPlayer,rburade21,1
DuGuQiuBai/Java,benbenxiaosheng,1
react-native-community/react-native-camera,mike623,1
spring-projects/spring-boot,HaVonTe1,1
jersey/jersey,adityasrini,1
kabouzeid/Phonograph,Osyotr,1
guolindev/booksource,tbago,1
jhy/jsoup,dty717,1
socketio/socket.io-client-java,Xakinlee,1
react-native-community/react-native-camera,cainaleaouk,1
spring-cloud/spring-cloud-netflix,smougenot,1
wix/react-native-navigation,bdavid68,1
androidannotations/androidannotations,rehovicova,1
SeleniumHQ/selenium,gleejv,1
koush/ion,abbasalim,1
neo4j/neo4j,ImmortalZ,1
hs-web/hsweb-framework,lvmingliang,1
ChrisRM/material-theme-jetbrains,f1andre,1
oblac/jodd,yujinping8620,1
openzipkin/zipkin,ouaibsky,1
apache/cassandra,tveronezi,1
google/google-authenticator,Sebi94nbg,1
ctripcorp/apollo,yesuhuangsi,1
rzwitserloot/lombok,savin0ff,1
wix/react-native-navigation,getaaron,1
google/ExoPlayer,shaopx,1
pili-engineering/PLDroidPlayer,mayastatham,1
jfinal/jfinal,tda7088,1
termux/termux-app,agguser,1
loopj/android-async-http,nicowxdvd,1
wasabeef/recyclerview-animators,apMadden,1
claritylab/lucida,dibonetta,1
SeleniumHQ/selenium,nilzao,1
chennaione/sugar,bigntallmike,1
firebase/quickstart-android,babakasol,1
bytedeco/javacv,ahmedaomda,1
openzipkin/zipkin,bplotnick,1
google/ExoPlayer,otanmukhanov,1
spotify/helios,mspangdal,1
izzyleung/ZhihuDailyPurify,izzyleung,1
abel533/Mapper,Ngone51,1
google/ExoPlayer,brAzzi64,1
wix/react-native-navigation,jjimenezlopez,1
eclipse/jetty.project,jontro,1
facebook/stetho,anksite,1
arduino/Arduino,frrederik,1
elastic/elasticsearch,jcmcken,1
aurelhubert/ahbottomnavigation,nzackoya,1
elastic/elasticsearch,Longcnttbkhn,1
daimajia/AndroidImageSlider,ozdenakca,1
openhab/openhab1-addons,udo1toni,1
react-native-community/react-native-video,nbennink,1
elastic/elasticsearch,Hindu,1
guardianproject/haven,BaranMichal25,1
iBotPeaches/Apktool,renkchina,1
eugenp/tutorials,eelhazati,1
confluentinc/ksql,selvakumarEsra,1
processing/processing,Dawars,1
danikula/AndroidVideoCache,zhoulubo,1
Marswin/MarsDaemon,q979713444,1
elastic/elasticsearch,EricMCornelius,1
react-native-community/react-native-camera,kyle-ssg,1
skylot/jadx,jsentel,1
weibocom/motan,wingyiu,1
gocd/gocd,ptriller,1
didi/VirtualAPK,CeAlong,1
jfoenixadmin/JFoenix,wglanzer,1
apache/lucene-solr,janhoy,1
elastic/elasticsearch,consulthys,1
crate/crate,DaveRandom,1
google/ExoPlayer,kvillnv,1
siacs/Conversations,aresares,1
sohutv/cachecloud,jiangxianzeng,1
jOOQ/jOOQ,etiennestuder,1
springfox/springfox,jtktam,1
youth5201314/banner,HuJunYan,1
guolindev/booksource,Ag-H2O,1
oldmanpushcart/greys-anatomy,zhenjia001,1
androidannotations/androidannotations,Hoardon,1
GcsSloop/AndroidNote,GcsSloop,1
XRecyclerView/XRecyclerView,2639949627,1
aurelhubert/ahbottomnavigation,taibuiSW,1
apache/rocketmq,shuye00123,1
HoraApps/LeafPic,kapildeshpande,1
Meituan-Dianping/Robust,Hhcoco,1
wyouflf/xUtils3,MLlgy,1
brettwooldridge/HikariCP,oshai,1
bytedeco/javacv,ninyess,1
eugenp/tutorials,nihkshay,1
rstudio/rstudio,majorgreys,1
react-native-community/react-native-svg,chocky335,1
eirslett/frontend-maven-plugin,stephanpelikan,1
tronprotocol/java-tron,tomsej,1
JakeWharton/butterknife,Xy-joe,1
googlesamples/android-Camera2Basic,JeetSingh4,1
arduino/Arduino,chunkysteveo,1
apache/zeppelin,bushnoh,1
Freeyourgadget/Gadgetbridge,tstein,1
sparklemotion/nokogiri,fera2k,1
PhilJay/MPAndroidChart,parveenpjpt,1
Netflix/Hystrix,hanxingxing,1
youth5201314/banner,xiang473535976,1
react-native-community/react-native-video,YaoZeyuan,1
eugenp/tutorials,aietcn,1
apache/flink,nicktoker,1
square/retrofit,artem-zinnatullin,1
bumptech/glide,SagarKhengat,1
youth5201314/banner,zhaoxiuyu,1
apache/ignite,alexpaschenko,1
sohutv/cachecloud,dinggel,1
tronprotocol/java-tron,razorsyntax,1
react-native-community/react-native-svg,OskarKaminski,1
jfoenixadmin/JFoenix,Lutchenko,1
tronprotocol/java-tron,dylanorgeron,1
flyway/flyway,franciskittu,1
googlemaps/android-maps-utils,PJHaynes304,1
tronprotocol/java-tron,kalittl,1
wix/react-native-navigation,sqow,1
redisson/redisson,yjain3326,1
wix/react-native-navigation,flavordaaave,1
CymChad/BaseRecyclerViewAdapterHelper,DebugZeng,1
siacs/Conversations,contrapunctus-1,1
sparklemotion/nokogiri,richpeck,1
tronprotocol/java-tron,kemargrant,1
prolificinteractive/material-calendarview,tmelko,1
crazycodeboy/react-native-splash-screen,elkinjosetm,1
kabouzeid/Phonograph,flipflop97,1
dianping/cat,tanxd2002,1
zxing/zxing,ipehimanshu,1
spring-cloud/spring-cloud-netflix,taasjord,1
rest-assured/rest-assured,mhagnumdw,1
react-native-community/react-native-blur,herarya,1
zhihu/Matisse,shercold,1
deeplearning4j/deeplearning4j,pkarira,1
tronprotocol/java-tron,philiparthurmoore,1
dropwizard/dropwizard,MaciejCiszewski,1
react-native-community/react-native-svg,jaysquared,1
dbeaver/dbeaver,apps25,1
skylot/jadx,MacoSVK,1
zzhoujay/RichText,msrlin,1
apache/lucene-solr,HoustonPutman,1
alibaba/TProfiler,csm1sh,1
YoKeyword/Fragmentation,ntrer,1
react-native-community/react-native-camera,ivosabev,1
DylanVann/react-native-fast-image,martineckardt,1
google/ExoPlayer,undergroundquizscene,1
signalapp/Signal-Android,kgbm3,1
spring-projects/spring-boot,YannCebron,1
springfox/springfox,slolo83510,1
nostra13/Android-Universal-Image-Loader,engr-erum,1
airbnb/lottie-android,dustynl,1
rest-assured/rest-assured,mmitteregger,1
facebook/fresco,lytefast,1
wix/react-native-navigation,rcorrie,1
FinalTeam/RxGalleryFinal,chuangbo,1
bumptech/glide,tvhieuit,1
lipangit/JiaoZiVideoPlayer,seaFeng,1
google/gson,tuxslayer,1
react-native-community/react-native-camera,dvisco,1
spring-projects/spring-boot,charlesmarvin,1
alibaba/DataX,CaoYusong,1
realm/realm-java,diegohdez90,1
square/leakcanary,startthread,1
Netflix/Hystrix,sriece91,1
Konloch/bytecode-viewer,LukeOwncloud,1
naman14/Timber,Stribianese91,1
ChadCSong/ShineButton,ChadCSong,1
reactor/reactor-core,dsebastien,1
MyCATApache/Mycat-Server,hulala1021,1
eugenp/tutorials,Thoughtscript,1
prestodb/presto,hocanint-amzn,1
alamkanak/Android-Week-View,daivatsoni,1
Nightonke/BoomMenu,jayaramanraj,1
apache/beam,ifigotin,1
pili-engineering/PLDroidPlayer,lixiaodaoaaa,1
azkaban/azkaban,Dima1224,1
web3j/web3j,moureauf,1
mikepenz/FastAdapter,FabianTerhorst,1
google/ExoPlayer,juechemparathy,1
libgdx/libgdx,cpfr,1
mockito/mockito,Diolor,1
junit-team/junit5,robstoll,1
SeleniumHQ/selenium,vpcom,1
http-kit/http-kit,kumarshantanu,1
shwenzhang/AndResGuard,zhuwenfeng,1
thingsboard/thingsboard,abhijeetpandey,1
dbeaver/dbeaver,bochkarevnv,1
eclipse/che,eclipsewebmaster,1
web3j/web3j,bluen,1
junit-team/junit5,dmvk,1
lingochamp/okdownload,mitty1987,1
DuGuQiuBai/Java,RobinYang11,1
apache/groovy,apupier,1
tronprotocol/java-tron,dreday966,1
grpc/grpc-java,dhoard-papajohns,1
owncloud/android,harshitbansal05,1
pili-engineering/PLDroidPlayer,HuSanPang,1
react-native-community/react-native-camera,miguelcanobbio,1
processing/processing,pdcxs,1
Freeyourgadget/Gadgetbridge,dbrgn,1
elastic/elasticsearch,adichad,1
react-native-community/react-native-svg,lovelyKarthi,1
CarGuo/GSYVideoPlayer,FantasyEngineer,1
jenkinsci/jenkins,LinRaise,1
spring-cloud/spring-cloud-netflix,minsuoqingcheng,1
apache/zeppelin,AmineSagaama,1
apache/beam,zoyahav,1
neo4j/neo4j,cleishm,1
neo4j/neo4j,SimonThordal,1
scwang90/SmartRefreshLayout,hezhipengzipp,1
naver/pinpoint,gaoyf,1
SeleniumHQ/selenium,Free1man,1
ctripcorp/apollo,zone1511,1
JanusGraph/janusgraph,FlorianHockmann,1
alibaba/canal,chenwj1103,1
abel533/Mapper,zhouhao,1
cryptomator/cryptomator,heiligabendbaer49,1
material-components/material-components-android,shyndman,1
wix/react-native-navigation,shubhanshusingh,1
deeplearning4j/deeplearning4j,FragileHeart007,1
react-native-community/react-native-camera,VTSingle,1
CymChad/BaseRecyclerViewAdapterHelper,kuanMingLi,1
amirzaidi/Launcher3,jacksonhvisuals,1
realm/realm-java,behelit,1
Freeyourgadget/Gadgetbridge,tedrock,1
dbeaver/dbeaver,ehosca,1
netty/netty,floragunncom,1
react-native-community/react-native-camera,codecosine,1
elastic/elasticsearch,marshalium,1
zhihu/Matisse,dfsdi12334,1
TeamNewPipe/NewPipe,trmdi,1
ragunathjawahar/android-saripaar,ashraffouad,1
openhab/openhab1-addons,emme-g,1
spring-cloud/spring-cloud-netflix,LukasSmrcka,1
zhouchaoyuan/excelPanel,wenyongzhao,1
elastic/elasticsearch,bragboy,1
google/ExoPlayer,cyrillrx,1
gocd/gocd,gbigwood,1
wasabeef/recyclerview-animators,joshfriend,1
SeleniumHQ/selenium,viteshk92,1
hankcs/HanLP,ShidiDaisy,1
bumptech/glide,AndrazP,1
jhy/jsoup,ljwps,1
stephanenicolas/robospice,bebob1,1
bumptech/glide,xiaoc024,1
web3j/web3j,clowdrgn,1
realm/realm-java,FahdSaif,1
hyb1996/Auto.js,2767321434,1
square/picasso,blaZ3,1
prolificinteractive/material-calendarview,mays123,1
alibaba/DataX,Arvin-Mark,1
alibaba/fastjson,CLAassistant,1
alibaba/druid,neil4dong,1
spotify/docker-maven-plugin,mattnworb,1
apache/storm,liu-zhaokun,1
react-native-community/react-native-camera,tekslave,1
yui/yuicompressor,TankTheFrank,1
owncloud/android,smalltoe,1
gotev/android-upload-service,ankitdubey021,1
spockframework/spock,felipelo,1
YoKeyword/Fragmentation,renzihua,1
hs-web/hsweb-framework,chen834229260,1
apache/zookeeper,20100507,1
CarGuo/GSYVideoPlayer,jlertele,1
orientechnologies/orientdb,riker09,1
material-components/material-components-android,yaraki,1
apache/beam,guruimage,1
square/leakcanary,yoavgray,1
dropwizard/metrics,bentatham,1
Yalantis/GuillotineMenu-Android,drummerjun,1
facebook/fresco,HardikMaru,1
MyCATApache/Mycat-Server,zhibai,1
apache/hadoop,xshaun,1
oracle/graal,theRealAph,1
dropwizard/dropwizard,afrin216,1
amirzaidi/Launcher3,dadycool3,1
MindorksOpenSource/android-mvp-architecture,midoreigh,1
81813780/AVLoadingIndicatorView,Jendorski,1
flyway/flyway,alexlevene,1
trello/RxLifecycle,masc3d,1
ogaclejapan/SmartTabLayout,appledong,1
google/auto,netdpb,1
raphw/byte-buddy,sormuras,1
aws/aws-sdk-java,zorie,1
jersey/jersey,thomasmanuel,1
libgdx/libgdx,Ktar5,1
rstudio/rstudio,ateucher,1
apache/kafka,mulvenna,1
ikew0ng/SwipeBackLayout,rubenmayayo,1
googlesamples/google-services,patelhari,1
pxb1988/dex2jar,ZEPORATH,1
JodaOrg/joda-time,weaselmetal,1
evernote/android-job,XabierGoros,1
prolificinteractive/material-calendarview,SoaresGabriel,1
square/picasso,AbhilashJain,1
Graylog2/graylog2-server,pavleec,1
FasterXML/jackson-databind,adioss,1
elastic/elasticsearch,albe-rosado,1
JakeWharton/butterknife,mipicdev,1
JakeWharton/butterknife,hahahazzz,1
jfoenixadmin/JFoenix,Djaler,1
ctripcorp/apollo,zhangzheng88,1
spring-projects/spring-boot,jswift,1
web3j/web3j,FDN73,1
youtube/api-samples,khaleeljageer,1
web3j/web3j,qoire,1
libgdx/libgdx,piotr-j,1
aws/aws-sdk-java,emilva,1
springfox/springfox,jackmatt2,1
flyway/flyway,cowboygneox,1
ZHENFENG13/My-Blog,qcxiao,1
gephi/gephi,Alvinsjq,1
wix/react-native-navigation,MatheoJaouen,1
react-native-community/react-native-camera,ywongweb,1
firebase/quickstart-android,radityagumay,1
spring-projects/spring-framework,karthik-Adiga,1
neo4j/neo4j,ddesna,1
eirslett/frontend-maven-plugin,rbirkgit,1
wix/react-native-navigation,varungupta85,1
square/okhttp,Javisilox,1
signalapp/Signal-Android,shelbaz,1
h2oai/h2o-3,st-pasha,1
spotify/docker-maven-plugin,SokoMishaLov,1
graphql-java/graphql-java,szantogab,1
zo0r/react-native-push-notification,arnthorsnaer,1
arduino/Arduino,Rahulelectobuddy,1
SeleniumHQ/selenium,datakurre,1
xetorthio/jedis,MSaifAsif,1
jenkinsci/jenkins,Saucistophe,1
spring-cloud/spring-cloud-netflix,lchayoun,1
naver/pinpoint,Jae-Young-Kim,1
tronprotocol/java-tron,canhlinh,1
shwenzhang/AndResGuard,AImiracle,1
OpenTSDB/opentsdb,maxi-LaB,1
loopj/android-async-http,ExtremeKaos,1
rstudio/rstudio,patperry,1
Blankj/AndroidUtilCode,jp1017,1
gyf-dev/ImmersionBar,Yanzlllll,1
square/retrofit,surya995,1
hmkcode/Android,nishchalraj,1
ragunathjawahar/android-saripaar,Fatimamostafa,1
ChrisRM/material-theme-jetbrains,phisch,1
zhihu/Matisse,pleasantlife,1
spring-projects/spring-framework,christor,1
square/okhttp,bobsmith30332,1
eishay/jvm-serializers,cowtowncoder,1
hankcs/HanLP,iwangkang,1
lingochamp/FileDownloader,qyjandroid,1
apache/lucene-solr,mjosephidou,1
lipangit/JiaoZiVideoPlayer,marekchen,1
apache/lucene-solr,dwojtas,1
languagetool-org/languagetool,TheSeiko,1
bazelbuild/bazel,ksnamburu,1
deeplearning4j/deeplearning4j,dpratt,1
yanzhenjie/Album,tabish075,1
SeleniumHQ/selenium,cervengoc,1
alibaba/canal,brandom-iava,1
medcl/elasticsearch-analysis-ik,fffx,1
knightliao/disconf,RoyalYuan,1
openhab/openhab1-addons,olemr,1
lingochamp/FileDownloader,lx36301766,1
zo0r/react-native-push-notification,wmonecke,1
shwenzhang/AndResGuard,coolegos,1
JakeWharton/butterknife,MoMuBai,1
signalapp/Signal-Android,guidovw,1
wix/react-native-navigation,anilgurindapalli,1
springfox/springfox,rmadireddy,1
Freeyourgadget/Gadgetbridge,adadurov,1
moezbhatti/qksms,0xdec,1
zo0r/react-native-push-notification,muratozgul,1
bazelbuild/bazel,flaub,1
tomakehurst/wiremock,mrdanpsmith,1
YoKeyword/Fragmentation,a316789966,1
spring-projects/spring-boot,ooooow,1
daimajia/AndroidImageSlider,fanggege,1
google/guava,teaey,1
ctripcorp/apollo,Lycine,1
h2oai/h2o-3,dave-finnegan,1
katzer/cordova-plugin-local-notifications,adidamty,1
java-native-access/jna,RobertBColton,1
powermock/powermock,RafaRuiz,1
elastic/elasticsearch,GurjinderSingh,1
elastic/elasticsearch,yaniv3007,1
socketio/socket.io-client-java,Bendor,1
CarGuo/GSYVideoPlayer,fuchaothb,1
yanzhenjie/Album,FriendLin,1
chennaione/sugar,LycInSzu,1
lingochamp/FileDownloader,rasoulinejad,1
tronprotocol/java-tron,sivaArivalagan,1
apache/kafka,ddd-workshop,1
siacs/Conversations,cassiusvm,1
thingsboard/thingsboard,nikil511,1
Activiti/Activiti,kingbacks,1
apache/flink,dianfu,1
react-native-community/react-native-video,illl48,1
Netflix/eureka,mgvinuesa,1
elasticjob/elastic-job-lite,liwenphoebe,1
graphql-java/graphql-java,sullis,1
hs-web/hsweb-framework,gmle,1
laobie/StatusBarUtil,caobin821651400,1
square/leakcanary,Denny966,1
elastic/elasticsearch,srid99,1
siacs/Conversations,wiktor-k,1
netty/netty,Apache9,1
daniulive/SmarterStreaming,Greathfs,1
antlr/antlr4,amilajack,1
yanzhenjie/AndPermission,lijinbolove,1
brettwooldridge/HikariCP,adriandegenhardt,1
react-native-community/react-native-camera,dann1609,1
bazelbuild/bazel,andrewharp,1
apereo/cas,DOFandersolsen,1
skylot/jadx,signalpuppet,1
Wizcorp/phonegap-facebook-plugin,jfaris,1
facebook/fresco,carl1990,1
bumptech/glide,nuli1228588792,1
square/okhttp,GhostInMatrix,1
JanusGraph/janusgraph,kerler,1
flyway/flyway,TheRealMarcusChiu,1
spring-projects/spring-boot,FreezeSoul,1
elastic/elasticsearch,debb-hp-com,1
dbeaver/dbeaver,highgoyangguoqing,1
Graylog2/graylog2-server,jmcewan127,1
google/ExoPlayer,jeevarajp,1
iammert/ScalingLayout,btmccord,1
SeleniumHQ/selenium,karimbeji,1
skylot/jadx,hansmru,1
arduino/Arduino,Himura2la,1
YoKeyword/Fragmentation,ximenGG,1
react-native-community/react-native-camera,zhu353071655,1
hazelcast/hazelcast,yozank,1
Activiti/Activiti,wuyhwowjoy,1
realm/realm-java,avlasov1,1
johncarl81/parceler,dgngulcan,1
mzule/ActivityRouter,lgengsy,1
hazelcast/hazelcast,magiccrafter,1
grandcentrix/tray,zrzhong,1
bumptech/glide,kekeng,1
aws/aws-sdk-java,Kumar-Patil,1
signalapp/Signal-Android,ianopolous,1
hazelcast/hazelcast,eminn,1
apache/incubator-skywalking,evbasso,1
lipangit/JiaoZiVideoPlayer,wsty,1
android10/Android-CleanArchitecture,android10,1
vespa-engine/vespa,mjason3,1
oracle/opengrok,mindaugasrukas,1
wix/react-native-navigation,Niryo,1
spring-cloud/spring-cloud-netflix,205140040,1
react-native-community/react-native-video,ksegla,1
Netflix/eureka,ssozonoff,1
katzer/cordova-plugin-local-notifications,wezzle,1
journeyapps/zxing-android-embedded,xDrei,1
greenrobot/EventBus,DJuanan,1
XRecyclerView/XRecyclerView,ashishCDN0135,1
hibernate/hibernate-orm,galderz,1
amirzaidi/Launcher3,Cualquira,1
hs-web/hsweb-framework,crazyrunsnail,1
SeleniumHQ/selenium,inouetakuya,1
neo4j/neo4j,davidegrohmann,1
rstudio/rstudio,michaellevy,1
journeyapps/zxing-android-embedded,myfreepost,1
rstudio/rstudio,igor25,1
JakeWharton/butterknife,aj019,1
alibaba/canal,shuhaoc,1
Polidea/RxAndroidBle,Deemonser,1
ikew0ng/SwipeBackLayout,chenglei1986,1
hs-web/hsweb-framework,sendya,1
crazycodeboy/TakePhoto,fengfeilong0529,1
apache/ignite,1vanan,1
react-native-community/react-native-svg,ispiropoulos,1
dbeaver/dbeaver,rvantland,1
react-native-community/react-native-camera,sergioutama,1
redisson/redisson,danielgeller,1
apache/kafka,ameyapatil1986,1
SeleniumHQ/selenium,AutomatedTester,1
aws/aws-sdk-java,OndraZizka,1
jenkinsci/jenkins,rborer,1
spring-projects/spring-boot,manishpatelUK,1
junit-team/junit5,obfischer,1
SeleniumHQ/selenium,WarleyGabriel,1
elye/loaderviewlibrary,tarun0,1
h2oai/h2o-3,kaka0323,1
awangdev/LintCode,awangdev,1
languagetool-org/languagetool,l3nn4rt,1
SeleniumHQ/selenium,skjortan23,1
rest-assured/rest-assured,ToddBradley,1
iBotPeaches/Apktool,yongyanghz,1
rzwitserloot/lombok,montassarelbehi,1
react-native-community/react-native-svg,elailai94,1
mrniko/netty-socketio,wenerme,1
JakeWharton/ThreeTenABP,MyDogTom,1
react-native-community/react-native-camera,blaues0cke,1
Netflix/Hystrix,makkes,1
alibaba/druid,maoguoxu,1
eirslett/frontend-maven-plugin,rameshanm,1
raphw/byte-buddy,cyberdak,1
termux/termux-app,Hamza-Megahed,1
react-native-community/react-native-camera,Sumanthjois,1
javaparser/javaparser,noties,1
alibaba/druid,softboy99,1
airbnb/epoxy,yumcoder-platform,1
vinc3m1/RoundedImageView,0xSeven,1
facebook/litho,vinc3m1,1
realm/realm-java,KhoaSuperman,1
springfox/springfox,GlennVanSchil,1
davideas/FlexibleAdapter,khalid-mahmood,1
bazelbuild/bazel,helenalt,1
square/moshi,ansman,1
zo0r/react-native-push-notification,sa77,1
medcl/elasticsearch-analysis-ik,qinyuezhan,1
yanzhenjie/AndPermission,AlvinQiang,1
testcontainers/testcontainers-java,AlissonMedeiros,1
dbeaver/dbeaver,kartoffelsup,1
realm/realm-java,edinaleitner,1
dropwizard/metrics,g-fresh,1
PhilJay/MPAndroidChart,JStav,1
elastic/elasticsearch,Jiangew,1
perwendel/spark,melges-morgen,1
spring-projects/spring-boot,hartmut-co-uk,1
google/ExoPlayer,OrenMe,1
CarGuo/GSYVideoPlayer,Kevin1ee,1
SeleniumHQ/selenium,vguzev,1
cjlin1/libsvm,pankajnita1,1
springfox/springfox,ersinciftci,1
sherxon/AlgoDS,sherxon,1
JanusGraph/janusgraph,ben-manes,1
